Address_ID,Street,City,State,Zipcode,Created_On,Modified_On
735,38040 Crescent Oaks Lane,Portland,Oregon,97206,9/6/06,1/19/25
736,134 Mccormick Center,Santa Barbara,California,93150,6/19/11,12/31/08
737,4985 Spaight Junction,Fresno,California,93721,7/21/14,1/1/20
738,68126 High Crossing Place,Houston,Texas,77255,6/20/21,9/14/24
739,60 Vidon Terrace,Brooklyn,New York,11247,10/4/11,11/23/18
740,96 Pawling Pass,Las Vegas,Nevada,89115,10/10/18,1/9/04
741,0086 Judy Parkway,Norfolk,Virginia,23551,3/8/12,12/28/02
742,8 Maple Court,Hattiesburg,Mississippi,39404,9/17/11,8/14/06
743,85815 Old Shore Park,Erie,Pennsylvania,16505,10/8/05,7/20/04
744,32 La Follette Avenue,New York City,New York,10009,11/11/02,5/29/08
745,0713 Commercial Crossing,Wilmington,Delaware,19892,1/5/10,11/26/19
746,771 Maywood Street,Mobile,Alabama,36622,6/28/15,11/3/01
747,90 Esch Street,Elmira,New York,14905,11/11/00,11/24/04
748,52 Holy Cross Lane,Los Angeles,California,90040,7/11/16,3/2/06
749,976 Harbort Way,Toledo,Ohio,43610,10/8/24,6/29/23
750,8343 Di Loreto Trail,Huntington,West Virginia,25721,9/8/16,7/12/10
751,62343 Autumn Leaf Center,Abilene,Texas,79605,11/8/05,1/1/21
752,6 Fieldstone Avenue,Boston,Massachusetts,2203,8/9/15,4/2/18
753,76718 Waubesa Terrace,Jacksonville,Florida,32255,5/11/13,5/28/17
754,5865 Bartillon Center,New York City,New York,10203,11/24/24,6/22/07
755,77601 Harper Hill,Sandy,Utah,84093,3/19/21,5/16/11
756,5 Oriole Drive,Lees Summit,Missouri,64082,2/2/17,12/16/08
757,80373 Pleasure Terrace,Lakewood,Washington,98498,4/25/20,5/14/24
758,4170 Grim Park,Palmdale,California,93591,11/1/23,8/4/03
759,91984 Hollow Ridge Street,Albuquerque,New Mexico,87140,6/2/03,10/7/16
760,62 Cambridge Junction,Boston,Massachusetts,2203,4/2/24,2/19/08
761,209 Ryan Alley,Dayton,Ohio,45470,8/26/00,5/22/12
762,97202 Carberry Circle,Irvine,California,92717,4/17/19,7/4/07
763,1 Meadow Ridge Park,Lincoln,Nebraska,68524,1/12/02,10/4/21
764,59580 Atwood Way,Paterson,New Jersey,7544,11/8/13,4/17/20
765,5 Muir Lane,Jacksonville,Florida,32259,4/26/07,1/4/22
766,5 Lotheville Point,Portland,Oregon,97201,7/31/02,11/5/21
767,82 Carberry Pass,Miami,Florida,33196,8/30/23,10/27/13
768,5531 Sugar Park,Irvine,California,92619,4/21/05,6/23/18
769,8 Monument Center,Greeley,Colorado,80638,1/24/22,10/26/04
770,1271 Sunfield Trail,Hartford,Connecticut,6160,11/9/21,5/5/05
771,2 Becker Plaza,Provo,Utah,84605,7/10/23,12/4/21
772,838 Burrows Lane,Saint Paul,Minnesota,55114,3/6/23,11/20/06
773,06692 2nd Plaza,Lexington,Kentucky,40576,4/24/01,5/27/11
774,47460 Sullivan Circle,Boston,Massachusetts,2124,1/20/19,7/13/03
775,900 Village Way,Springfield,Massachusetts,1152,3/5/24,6/22/08
776,06 Walton Point,Tacoma,Washington,98447,9/11/22,1/28/18
777,256 Dorton Point,Saint Louis,Missouri,63121,5/4/21,7/12/07
778,2033 Loftsgordon Center,Spokane,Washington,99220,5/31/23,7/7/08
779,7987 Arkansas Park,Portland,Oregon,97271,3/2/03,11/26/12
780,985 Starling Center,Albuquerque,New Mexico,87180,8/26/01,11/7/13
781,1414 Cody Court,Irvine,California,92619,11/16/01,6/12/18
782,4229 Westport Place,Phoenix,Arizona,85099,2/15/21,6/21/13
783,091 Bunker Hill Crossing,Charlotte,North Carolina,28230,10/5/17,2/25/04
784,881 Butternut Drive,Decatur,Georgia,30089,5/12/06,5/9/10
785,41633 Paget Place,Great Neck,New York,11024,1/4/01,10/3/22
786,064 Cardinal Road,Peoria,Illinois,61605,1/19/10,3/4/24
787,8 Clove Avenue,Davenport,Iowa,52809,12/19/02,2/18/22
788,3 Green Point,Pasadena,California,91131,3/27/13,10/9/09
789,591 Hagan Junction,Atlanta,Georgia,30343,11/27/13,1/25/19
790,6 Heath Center,Saint Augustine,Florida,32092,3/29/23,2/11/18
791,8208 Pepper Wood Hill,Birmingham,Alabama,35242,12/23/03,3/4/18
792,42 Norway Maple Park,Rochester,New York,14652,6/14/05,6/15/13
793,1362 Bluejay Street,Sioux City,Iowa,51105,8/31/17,1/23/05
794,4 Morningstar Place,Nashville,Tennessee,37250,9/12/08,8/13/02
795,811 Holmberg Court,Minneapolis,Minnesota,55407,10/16/11,9/13/02
796,00 Mccormick Street,Lincoln,Nebraska,68524,6/21/22,6/9/19
797,5 Calypso Court,Baton Rouge,Louisiana,70883,6/10/09,4/9/05
798,557 Green Ridge Center,Arlington,Texas,76011,4/30/03,8/19/02
799,7711 Calypso Point,Albuquerque,New Mexico,87180,9/9/12,10/19/10
800,7702 Transport Drive,Monticello,Minnesota,55585,2/19/24,4/28/13
801,21554 Dakota Circle,Hialeah,Florida,33013,9/6/06,10/18/15
802,5 Service Terrace,Washington,District of Columbia,20535,2/8/17,5/4/00
803,501 Schlimgen Trail,Albany,New York,12222,2/14/19,9/26/08
804,01968 Tony Crossing,Peoria,Illinois,61656,11/17/20,3/4/15
805,75686 Corry Junction,Bradenton,Florida,34282,3/6/06,7/23/22
806,71 Maryland Center,Berkeley,California,94712,4/29/20,11/18/23
807,912 Nevada Park,Tyler,Texas,75705,11/24/08,6/13/02
808,8970 Briar Crest Way,San Antonio,Texas,78215,2/15/18,12/20/06
809,1 2nd Lane,Buffalo,New York,14263,12/28/06,8/8/11
810,7930 Cody Crossing,Peoria,Illinois,61605,2/1/06,8/29/08
811,7 Bowman Road,Long Beach,California,90805,1/4/02,8/14/02
812,87 Luster Road,Fort Lauderdale,Florida,33355,1/19/10,7/4/23
813,94675 Toban Avenue,Winston Salem,North Carolina,27105,1/22/24,5/30/13
814,7709 Mccormick Parkway,Alexandria,Virginia,22309,1/14/21,6/27/11
815,74643 Milwaukee Road,Atlanta,Georgia,30375,12/17/18,5/6/00
816,07462 Thackeray Way,Charlottesville,Virginia,22908,11/5/19,4/25/14
817,31441 Sutteridge Lane,Seattle,Washington,98175,5/26/20,5/1/01
818,7 Vera Pass,Brooklyn,New York,11231,5/12/01,1/9/11
819,65819 Briar Crest Court,Paterson,New Jersey,7505,4/2/07,3/29/03
820,61178 Muir Park,El Paso,Texas,79916,12/4/24,3/8/22
821,38709 Myrtle Point,Missoula,Montana,59806,3/29/24,9/9/07
822,274 Melody Hill,Inglewood,California,90310,6/25/23,1/6/07
823,149 Red Cloud Parkway,Santa Ana,California,92705,12/4/12,12/16/15
824,048 Charing Cross Court,New Haven,Connecticut,6538,2/28/16,12/8/19
825,70 Vernon Pass,Arlington,Virginia,22212,9/14/13,10/29/17
826,7467 Buell Place,North Little Rock,Arkansas,72199,4/23/02,2/11/14
827,077 Riverside Way,Winston Salem,North Carolina,27105,7/28/03,3/7/09
828,35 Talmadge Circle,Albuquerque,New Mexico,87195,8/28/05,12/11/13
829,97 Butterfield Drive,Saint Louis,Missouri,63104,12/16/02,9/16/04
830,53275 Oneill Trail,Mobile,Alabama,36628,2/22/04,9/16/14
831,9 Buhler Avenue,Tallahassee,Florida,32314,8/7/13,2/10/05
832,967 Victoria Terrace,Atlanta,Georgia,30392,8/15/13,4/25/08
833,1 Melvin Parkway,San Antonio,Texas,78210,10/25/15,12/14/06
834,34139 Carberry Place,San Antonio,Texas,78255,8/30/09,3/10/24
835,82255 Atwood Avenue,Santa Clara,California,95054,11/19/23,6/6/03
836,364 Golf View Pass,San Antonio,Texas,78225,7/19/15,1/31/06
837,59 Hansons Plaza,Kansas City,Missouri,64179,1/3/07,11/18/11
838,84 Parkside Way,Houston,Texas,77218,8/15/24,11/27/00
839,546 Mockingbird Lane,Santa Fe,New Mexico,87592,5/13/05,1/23/14
840,72619 American Ash Circle,Houston,Texas,77095,3/24/10,3/18/05
841,3104 Eagle Crest Lane,Phoenix,Arizona,85083,4/15/14,9/30/03
842,9 Buena Vista Junction,Toledo,Ohio,43666,5/26/07,10/2/14
843,5 Hoepker Court,Saint Louis,Missouri,63126,1/21/16,5/5/04
844,303 Westridge Plaza,Des Moines,Iowa,50330,1/18/18,12/16/13
845,3 Golf Course Way,Toledo,Ohio,43656,4/19/11,4/19/13
846,40 Sachs Road,Saint Louis,Missouri,63169,12/8/13,12/4/24
847,67592 Alpine Road,Visalia,California,93291,8/11/13,6/1/22
848,973 Portage Street,Columbia,Missouri,65218,7/16/11,6/28/05
849,32863 Anhalt Drive,Bronx,New York,10469,5/9/21,5/20/00
850,66 Esch Trail,Nashville,Tennessee,37250,2/3/20,2/5/09
851,45068 Kensington Park,Saint Louis,Missouri,63180,10/8/21,9/30/19
852,43 Pierstorff Way,San Francisco,California,94132,12/23/00,1/10/02
853,78 Loftsgordon Drive,Detroit,Michigan,48224,7/1/05,4/13/00
854,4 Meadow Vale Park,Grand Rapids,Michigan,49560,7/15/00,9/12/22
855,120 Morningstar Circle,South Bend,Indiana,46699,10/16/11,11/24/22
856,1 Victoria Center,Stockton,California,95210,12/19/20,2/22/15
857,23409 Colorado Terrace,Dayton,Ohio,45408,7/29/16,9/8/15
858,1 Warrior Parkway,Topeka,Kansas,66699,11/2/11,12/25/09
859,3961 Goodland Junction,Cleveland,Ohio,44191,3/15/04,7/15/24
860,74 Dennis Street,Conroe,Texas,77305,4/17/23,12/1/14
861,4689 Homewood Terrace,Gulfport,Mississippi,39505,4/30/23,8/13/00
862,2160 Dakota Park,Oklahoma City,Oklahoma,73129,8/21/12,12/30/16
863,64 Bowman Avenue,Miami,Florida,33233,3/11/22,5/7/06
864,57 Fieldstone Street,Pensacola,Florida,32575,6/1/01,9/24/05
865,697 Ohio Trail,Louisville,Kentucky,40250,3/9/12,2/19/14
866,398 Buell Crossing,Houston,Texas,77299,7/12/15,7/12/04
867,2711 Thompson Alley,Great Neck,New York,11024,12/2/18,5/3/07
868,45054 2nd Way,Seattle,Washington,98195,2/11/03,12/25/10
869,549 Debs Plaza,Sacramento,California,95828,11/18/09,10/3/13
870,12 Fulton Avenue,Pittsburgh,Pennsylvania,15255,4/29/05,12/13/11
871,3931 Chinook Pass,Richmond,California,94807,11/22/02,10/15/12
872,33770 New Castle Terrace,Dallas,Texas,75205,6/2/21,10/3/21
873,7189 Northfield Lane,Nashville,Tennessee,37235,4/28/07,5/26/17
874,16 Katie Circle,Terre Haute,Indiana,47812,6/12/07,9/1/05
875,846 Springview Parkway,Richmond,California,94807,11/9/15,6/11/01
876,19 Heath Point,Spring Hill,Florida,34611,1/30/22,1/31/08
877,3 Vernon Court,Flint,Michigan,48505,9/29/22,7/14/19
878,4508 Elgar Street,Wilmington,Delaware,19892,9/3/21,2/12/01
879,4194 Forest Dale Pass,San Francisco,California,94159,10/14/18,8/25/13
880,40896 Hoard Park,San Antonio,Texas,78220,4/26/16,12/30/09
881,83 Dwight Circle,Topeka,Kansas,66617,1/24/08,6/16/10
882,50 Parkside Avenue,Peoria,Illinois,61629,10/7/23,1/28/10
883,35 Loeprich Way,Sacramento,California,95833,2/20/20,10/7/18
884,6258 Cascade Court,Mountain View,California,94042,6/13/15,10/17/10
885,534 Becker Park,Murfreesboro,Tennessee,37131,6/17/03,6/19/16
886,7847 Del Sol Plaza,Springfield,Illinois,62705,11/10/06,7/26/10
887,0889 Onsgard Place,New York City,New York,10120,10/9/13,2/22/22
888,59647 Knutson Point,Battle Creek,Michigan,49018,9/12/14,7/4/11
889,2922 Maple Park,Atlanta,Georgia,30323,4/10/06,9/25/22
890,835 Drewry Alley,Atlanta,Georgia,30375,9/10/19,10/11/02
891,07967 Basil Circle,Louisville,Kentucky,40293,5/6/03,3/26/07
892,1 Almo Street,Richmond,Virginia,23228,1/1/09,11/2/16
893,76 Charing Cross Plaza,Richmond,Virginia,23285,9/4/03,3/28/17
894,40 5th Junction,Monticello,Minnesota,55590,10/18/10,3/7/06
895,81259 Sundown Drive,Washington,District of Columbia,20370,6/1/18,10/2/13
896,30 Becker Drive,Jersey City,New Jersey,7305,2/21/06,10/6/08
897,922 Meadow Valley Plaza,North Las Vegas,Nevada,89036,8/26/06,1/30/23
898,5715 Roxbury Street,Stamford,Connecticut,6922,7/18/08,6/7/19
899,8 Fuller Point,New York City,New York,10203,3/20/15,12/11/19
900,288 Tennessee Parkway,Saint Cloud,Minnesota,56372,2/14/20,8/25/07
901,7091 Bluestem Terrace,Jacksonville,Florida,32215,5/5/18,8/18/05
902,165 Maryland Hill,Boulder,Colorado,80310,10/3/24,12/6/18
903,1 Graedel Parkway,Portland,Oregon,97229,9/6/20,1/16/08
904,5843 Algoma Trail,Boca Raton,Florida,33499,5/8/23,3/17/02
905,51679 Manitowish Park,Tacoma,Washington,98424,2/21/04,3/21/07
906,2 Vahlen Center,Evanston,Illinois,60208,12/5/00,3/1/24
907,437 Oxford Park,Salt Lake City,Utah,84105,8/24/06,7/20/06
908,1 Everett Center,Huntsville,Alabama,35895,9/12/17,4/8/08
909,15469 Linden Point,Houston,Texas,77055,5/29/05,6/21/17
910,41419 Muir Alley,Tulsa,Oklahoma,74149,4/14/17,12/10/03
911,42 Northport Pass,Fresno,California,93762,7/8/04,9/1/22
912,75770 Barnett Trail,Missoula,Montana,59806,2/16/11,9/19/12
913,2 Pearson Parkway,Baton Rouge,Louisiana,70894,4/11/06,9/18/01
914,3 Sunnyside Plaza,Seattle,Washington,98104,12/3/21,11/27/10
915,3685 New Castle Lane,Austin,Texas,78732,12/11/21,4/30/17
916,70 Nevada Pass,Miami,Florida,33153,10/24/13,10/18/16
917,5 Comanche Place,Grand Rapids,Michigan,49518,8/31/24,4/29/02
918,58 Fairfield Trail,Newark,Delaware,19714,6/17/04,12/8/19
919,394 Warrior Park,Mobile,Alabama,36605,8/1/24,10/19/22
920,6222 Northport Point,Huntington,West Virginia,25705,10/18/02,8/5/08
921,1 Buhler Circle,Peoria,Illinois,61640,1/5/11,10/13/13
922,2 Mayfield Avenue,Brooklyn,New York,11225,11/23/04,10/30/21
923,60131 Basil Pass,Phoenix,Arizona,85005,6/22/08,1/18/11
924,7118 Stephen Court,White Plains,New York,10606,10/24/07,7/24/22
925,44 Trailsway Court,Davenport,Iowa,52809,10/28/01,9/4/02
926,6 Clove Drive,Memphis,Tennessee,38150,11/13/13,3/27/06
927,01610 Northridge Hill,Columbus,Georgia,31998,10/28/05,1/14/22
928,38 Magdeline Alley,Lubbock,Texas,79410,10/16/08,3/24/09
929,23036 Graceland Lane,Phoenix,Arizona,85077,6/18/23,2/15/18
930,2438 Duke Court,Dearborn,Michigan,48126,6/28/10,6/15/10
931,81 Garrison Pass,North Hollywood,California,91616,2/14/21,12/27/18
932,6 Center Way,Portsmouth,New Hampshire,3804,8/12/07,8/11/14
933,0794 Novick Parkway,Sacramento,California,95823,11/23/24,3/8/21
934,92 Springview Pass,New Orleans,Louisiana,70129,10/27/14,9/14/08
935,690 Hintze Trail,Birmingham,Alabama,35225,12/11/19,8/17/18
936,098 Mayer Terrace,Knoxville,Tennessee,37914,10/13/00,12/19/15
937,955 Graedel Center,Albany,New York,12247,8/17/03,6/30/15
938,0914 Briar Crest Parkway,Mountain View,California,94042,10/2/24,12/25/23
939,8 Meadow Ridge Place,El Paso,Texas,88563,3/7/09,11/19/02
940,46 Sutteridge Park,Carson City,Nevada,89714,7/1/14,10/17/01
941,2849 Lotheville Parkway,San Francisco,California,94159,7/24/24,9/26/22
942,3 Graceland Place,Denton,Texas,76205,3/24/06,4/28/20
943,68 Dennis Circle,Sarasota,Florida,34276,1/23/02,2/13/11
944,6 Clyde Gallagher Junction,Des Moines,Iowa,50369,11/18/01,1/30/18
945,100 Dovetail Point,Melbourne,Florida,32919,12/9/21,8/22/21
946,928 Glendale Avenue,Los Angeles,California,90101,5/16/08,8/22/11
947,6 Cherokee Terrace,Birmingham,Alabama,35220,1/27/20,6/23/11
948,7926 Hallows Parkway,El Paso,Texas,88584,4/21/23,5/29/16
949,83 Sachs Drive,Houston,Texas,77015,1/11/19,11/2/10
950,727 Hudson Trail,Houston,Texas,77212,6/5/23,4/15/17
951,1 Lakewood Gardens Parkway,Tulsa,Oklahoma,74170,12/14/15,6/29/12
952,58 Tomscot Road,San Francisco,California,94132,4/1/05,10/18/22
953,39513 Valley Edge Parkway,Memphis,Tennessee,38136,8/6/01,2/13/05
954,70682 Jenna Plaza,Chicago,Illinois,60614,11/17/24,12/7/02
955,849 South Lane,Warren,Michigan,48092,4/30/02,9/12/08
956,7 Bowman Junction,Irvine,California,92612,9/10/07,9/13/09
957,34 Doe Crossing Hill,San Diego,California,92127,12/29/21,9/11/15
958,33 Springview Point,Charleston,West Virginia,25331,10/3/13,1/16/04
959,0 Stuart Court,Fort Wayne,Indiana,46857,5/4/02,2/2/07
960,191 Glacier Hill Center,Troy,Michigan,48098,5/13/17,12/4/03
961,79470 Independence Avenue,Topeka,Kansas,66617,10/21/24,4/14/11
962,53 Sunbrook Center,Hartford,Connecticut,6105,1/25/09,9/7/01
963,5 Burning Wood Crossing,Tucson,Arizona,85748,1/7/11,12/9/14
964,9958 Heath Crossing,Kansas City,Missouri,64190,11/25/14,9/18/07
965,492 1st Park,Fredericksburg,Virginia,22405,10/11/17,11/16/15
966,430 Armistice Point,Savannah,Georgia,31422,2/16/21,6/4/11
967,8484 Ridge Oak Crossing,Greensboro,North Carolina,27415,1/13/05,8/9/09
968,0 Hooker Way,Berkeley,California,94712,3/20/21,8/4/09
969,12714 Lakewood Street,Washington,District of Columbia,20099,4/11/07,8/22/04
970,9 Florence Drive,Stockton,California,95210,3/18/03,2/16/08
971,78 Crest Line Parkway,Saint Louis,Missouri,63150,10/21/16,5/3/04
972,763 Rockefeller Junction,Paterson,New Jersey,7505,8/6/17,3/11/09
973,2213 Sachtjen Point,Vancouver,Washington,98687,4/28/01,10/12/00
974,11 Londonderry Place,Marietta,Georgia,30066,12/25/17,9/10/15
975,22 Bartillon Trail,San Diego,California,92105,8/2/16,11/22/08
976,08 Crowley Trail,Trenton,New Jersey,8619,10/18/00,1/9/20
977,1 Dawn Drive,Sacramento,California,95813,9/28/02,6/4/10
978,98398 Montana Alley,Washington,District of Columbia,20268,2/22/14,7/16/14
979,06 Hintze Avenue,Racine,Wisconsin,53405,9/22/08,5/24/05
980,87830 Eastwood Plaza,Katy,Texas,77493,12/1/08,12/11/14
981,6 Fallview Circle,Kansas City,Missouri,64142,12/10/13,11/11/23
982,79 Cascade Street,Gaithersburg,Maryland,20883,12/4/12,7/11/16
983,1491 Merchant Street,North Las Vegas,Nevada,89087,8/11/17,2/14/22
984,80474 Kingsford Parkway,Tampa,Florida,33694,3/29/03,10/20/02
985,7 Loomis Court,Colorado Springs,Colorado,80995,7/19/01,10/19/16
986,678 Coolidge Street,Tallahassee,Florida,32304,6/27/23,5/21/05
987,2 Anhalt Alley,Roanoke,Virginia,24029,6/27/02,8/29/21
988,398 Toban Pass,Dallas,Texas,75277,4/17/09,8/26/02
989,9 Melvin Park,Brooklyn,New York,11254,9/13/21,4/2/01
990,5 Delaware Center,New York City,New York,10115,6/24/11,4/7/15
991,9 Briar Crest Parkway,Orange,California,92862,11/4/11,6/11/07
992,96 Golf Course Way,Macon,Georgia,31296,10/24/21,2/24/11
993,354 Twin Pines Hill,Washington,District of Columbia,20319,1/26/03,1/10/03
994,92 Bowman Place,San Francisco,California,94142,2/21/11,3/21/11
995,8086 Fulton Trail,Miami,Florida,33196,9/21/21,4/28/13
996,936 Loeprich Circle,Macon,Georgia,31210,9/18/17,10/19/24
997,5 Steensland Terrace,Brockton,Massachusetts,2405,11/9/06,10/24/21
998,76 Brentwood Trail,Orlando,Florida,32854,3/12/17,9/28/16
999,35886 Loftsgordon Trail,San Francisco,California,94154,10/29/01,12/30/19
1000,17 Merchant Lane,Pittsburgh,Pennsylvania,15235,8/16/08,12/7/04
